Filename, Scale, ShiftX, ShiftY, ProcessingTime(s)
IMG_20240822_211739.jpg, 0.27x, 60.7px, 19.1px, 0.32s
IMG_20240823_082444.jpg, 0.28x, 35.1px, 20.0px, 0.34s
IMG_20240824_082854.jpg, 0.25x, 88.8px, 39.0px, 0.33s
IMG_20240825_172433.jpg, 0.27x, 57.3px, 13.5px, 0.33s
IMG_20240826_090053.jpg, 0.28x, 59.7px, 12.6px, 0.36s
IMG_20240827_160245.jpg, 0.26x, 79.7px, 38.3px, 0.32s
IMG_20240828_083505.jpg, 0.25x, 88.1px, 63.2px, 0.32s
IMG_20240830_171240.jpg, 0.26x, 73.3px, 35.6px, 0.31s
IMG_20240831_082231.jpg, 0.27x, 71.7px, 22.4px, 0.32s
IMG_20240901_083952.jpg, 0.25x, 81.7px, 51.4px, 0.33s
IMG_20240903_084136.jpg, 0.27x, 62.1px, 15.0px, 0.32s
IMG_20240904_085201.jpg, 0.27x, 71.8px, 27.3px, 0.36s
IMG_20240905_162508.jpg, 0.26x, 64.5px, 33.6px, 0.32s
IMG_20240906_131851.jpg, 0.28x, 69.8px, 10.2px, 0.40s
IMG_20240907_081942.jpg, 0.29x, 61.3px, 4.3px, 0.34s
IMG_20240908_154258.jpg, 0.28x, 67.5px, 31.1px, 0.32s
IMG_20240909_084504.jpg, 0.27x, 76.7px, 19.6px, 0.31s
IMG_20240911_212103.jpg, 0.27x, 73.2px, 22.1px, 0.30s
IMG_20240913_081655.jpg, 0.27x, 78.0px, 11.9px, 0.30s
IMG_20240914_083052.jpg, 0.28x, 66.5px, 14.5px, 0.33s
IMG_20240916_080808.jpg, 0.27x, 81.3px, 34.3px, 0.31s
IMG_20240917_083248.jpg, 0.27x, 97.3px, 5.2px, 0.32s
IMG_20240918_083349.jpg, 0.26x, 88.5px, 21.9px, 0.33s
IMG_20240921_082256.jpg, 0.26x, 74.6px, 35.7px, 0.31s
IMG_20240922_082256.jpg, 0.26x, 95.9px, 32.5px, 0.37s
IMG_20240923_082716.jpg, 0.28x, 67.8px, 2.0px, 0.34s
IMG_20240924_082748.jpg, 0.27x, 74.5px, 17.6px, 0.30s
IMG_20240925_213523.jpg, 0.29x, 74.4px, -7.2px, 0.33s
IMG_20240927_082659.jpg, 0.27x, 65.7px, 0.8px, 0.33s
IMG_20240928_180322.jpg, 0.25x, 101.8px, 33.5px, 0.33s
IMG_20240930_214948.jpg, 0.26x, 67.7px, 29.1px, 0.31s
IMG_20241001_083405.jpg, 0.28x, 62.4px, -7.2px, 0.32s
IMG_20241002_082328.jpg, 0.26x, 71.9px, 42.7px, 0.33s
IMG_20241003_081943.jpg, 0.26x, 84.8px, 13.8px, 0.33s
IMG_20241006_082559.jpg, 0.26x, 65.5px, 36.7px, 0.31s
IMG_20241007_083149.jpg, 0.28x, 52.5px, 27.6px, 0.32s
IMG_20241009_083852.jpg, 0.26x, 84.8px, 28.3px, 0.31s
IMG_20241011_112713.jpg, 0.26x, 73.3px, 30.7px, 0.34s
IMG_20241014_215923.jpg, 0.26x, 72.5px, 36.4px, 0.30s
IMG_20241015_083025.jpg, 0.26x, 68.2px, 20.6px, 0.31s
IMG_20241016_082216.jpg, 0.26x, 67.8px, 27.3px, 0.33s
IMG_20241017_083803.jpg, 0.27x, 66.7px, 22.1px, 0.35s
IMG_20241025_162435.jpg, 0.27x, 72.4px, 3.6px, 0.32s
IMG_20241026_141042.jpg, 0.27x, 46.7px, 10.1px, 0.33s
IMG_20241028_082505.jpg, 0.27x, 93.6px, 21.7px, 0.32s
IMG_20241030_080826.jpg, 0.27x, 76.0px, -20.1px, 0.32s
IMG_20241031_075733.jpg, 0.27x, 49.6px, 27.1px, 0.32s
IMG_20241103_083308.jpg, 0.25x, 79.1px, 60.6px, 0.33s
IMG_20241104_082509.jpg, 0.25x, 81.5px, 34.9px, 0.32s
IMG_20241105_083824.jpg, 0.25x, 78.9px, 48.5px, 0.30s
IMG_20241106_193532.jpg, 0.26x, 87.9px, 9.1px, 0.32s
IMG_20241107_084002.jpg, 0.28x, 50.0px, 24.0px, 0.35s
IMG_20241108_085215.jpg, 0.27x, 70.8px, 14.4px, 0.31s
IMG_20241109_083412.jpg, 0.26x, 82.7px, 45.6px, 0.33s
IMG_20241111_075117.jpg, 0.27x, 76.5px, 22.8px, 0.35s
IMG_20241112_083457.jpg, 0.27x, 56.8px, 39.1px, 0.32s
IMG_20241115_132527.jpg, 0.24x, 90.9px, 55.3px, 0.32s
IMG_20241116_101914.jpg, 0.27x, 74.7px, 30.8px, 0.36s
IMG_20241117_082215.jpg, 0.26x, 71.7px, 31.0px, 0.32s
IMG_20241118_081046.jpg, 0.27x, 77.5px, 36.1px, 0.36s
IMG_20241120_082702.jpg, 0.25x, 83.4px, 48.9px, 0.33s
IMG_20241121_184607.jpg, 0.30x, 49.7px, -6.0px, 0.34s
IMG_20241122_083941.jpg, 0.27x, 48.8px, 24.6px, 0.31s
IMG_20241125_130801.jpg, 0.28x, 46.5px, 3.6px, 0.32s
IMG_20241126_083542.jpg, 0.26x, 78.7px, 37.0px, 0.33s
IMG_20241128_154340.jpg, 0.26x, 68.9px, 41.9px, 0.36s
IMG_20241129_085218.jpg, 0.24x, 92.8px, 49.0px, 0.33s
IMG_20241130_083514.jpg, 0.25x, 83.4px, 72.7px, 0.30s
IMG_20241201_085056.jpg, 0.25x, 80.0px, 54.5px, 0.31s
IMG_20241202_083828.jpg, 0.26x, 77.3px, 40.8px, 0.35s
IMG_20241204_085459.jpg, 0.25x, 74.1px, 73.4px, 0.31s
IMG_20241205_084634.jpg, 0.27x, 60.5px, 30.3px, 0.41s
IMG_20241206_082919.jpg, 0.24x, 90.7px, 57.6px, 0.32s
IMG_20241207_085108.jpg, 0.25x, 81.8px, 88.0px, 0.34s
IMG_20241208_084441.jpg, 0.24x, 87.6px, 102.9px, 0.32s
IMG_20241210_084209.jpg, 0.24x, 86.5px, 75.9px, 0.32s
IMG_20241211_084023.jpg, 0.26x, 73.5px, 92.2px, 0.31s
IMG_20241212_084221.jpg, 0.27x, 90.5px, 19.3px, 0.35s
IMG_20241213_134952.jpg, 0.25x, 83.5px, 46.3px, 0.31s
IMG_20241214_090310.jpg, 0.26x, 80.8px, 48.7px, 0.34s
IMG_20241216_133447.jpg, 0.26x, 102.7px, 36.1px, 0.31s
IMG_20241218_135514.jpg, 0.26x, 85.0px, 57.5px, 0.43s
IMG_20241219_124341.jpg, 0.25x, 92.6px, 37.5px, 0.33s
IMG_20241220_083024.jpg, 0.25x, 84.8px, 55.9px, 0.40s
IMG_20241221_155039.jpg, 0.26x, 95.7px, 44.6px, 0.32s
IMG_20241222_112611.jpg, 0.25x, 81.7px, 49.5px, 0.33s
IMG_20241223_154425.jpg, 0.27x, 49.0px, 45.5px, 0.38s
IMG_20241224_132100.jpg, 0.26x, 57.1px, 29.8px, 0.38s
IMG_20241225_163423.jpg, 0.26x, 75.6px, 32.8px, 0.38s
IMG_20241226_113527.jpg, 0.27x, 71.2px, 13.0px, 0.35s
IMG_20241227_122540.jpg, 0.28x, 46.4px, -4.2px, 0.36s
IMG_20241229_172513.jpg, 0.27x, 76.0px, 14.7px, 0.40s
IMG_20241230_133329.jpg, 0.26x, 94.9px, 16.6px, 0.39s
IMG_20241231_121055.jpg, 0.24x, 84.3px, 56.0px, 0.39s
IMG_20250101_164024.jpg, 0.25x, 78.8px, 51.3px, 0.38s
IMG_20250102_124750.jpg, 0.28x, 74.2px, -8.3px, 0.40s
IMG_20250103_122948.jpg, 0.26x, 60.7px, 25.8px, 0.46s
IMG_20250104_122859.jpg, 0.26x, 82.9px, 5.5px, 0.38s
IMG_20250105_180304.jpg, 0.28x, 48.2px, 6.9px, 0.37s
IMG_20250106_124656.jpg, 0.26x, 60.0px, 35.5px, 0.36s
IMG_20250107_105646.jpg, 0.25x, 81.4px, 57.7px, 0.37s
IMG_20250108_164350.jpg, 0.26x, 74.6px, 23.1px, 0.38s
IMG_20250110_161502.jpg, 0.23x, 102.2px, 71.1px, 0.38s
IMG_20250111_165605.jpg, 0.26x, 84.1px, 16.1px, 0.42s
IMG_20250113_182725.jpg, 0.28x, 78.7px, 22.4px, 0.36s
IMG_20250114_093528.jpg, 0.25x, 86.6px, 52.9px, 0.38s
IMG_20250115_163630.jpg, 0.26x, 57.3px, 50.8px, 0.34s
IMG_20250116_075831.jpg, 0.25x, 85.0px, 35.9px, 0.32s
IMG_20250118_123648.jpg, 0.26x, 65.5px, 45.6px, 0.36s
IMG_20250119_162145.jpg, 0.26x, 83.5px, 17.3px, 0.34s
IMG_20250121_121040.jpg, 0.28x, 55.0px, 4.2px, 0.48s
IMG_20250122_121233.jpg, 0.25x, 74.8px, 55.0px, 0.35s
IMG_20250123_162217.jpg, 0.26x, 68.4px, 33.0px, 0.35s
IMG_20250124_154017.jpg, 0.27x, 70.2px, 3.7px, 0.33s
IMG_20250125_121636.jpg, 0.26x, 89.6px, 12.9px, 0.32s
IMG_20250126_145732.jpg, 0.27x, 79.5px, 17.2px, 0.34s
IMG_20250127_131542.jpg, 0.27x, 77.7px, 21.6px, 0.34s
IMG_20250128_123041.jpg, 0.26x, 65.2px, 27.5px, 0.30s
IMG_20250129_124145.jpg, 0.27x, 43.4px, 16.6px, 0.32s
IMG_20250130_124600.jpg, 0.26x, 76.7px, 30.0px, 0.33s
IMG_20250131_122918.jpg, 0.27x, 57.3px, 5.8px, 0.34s
IMG_20250202_124558.jpg, 0.26x, 64.5px, 43.6px, 0.35s
IMG_20250203_123225.jpg, 0.27x, 68.8px, 25.2px, 0.33s
IMG_20250204_154349.jpg, 0.25x, 94.2px, 33.7px, 0.33s
IMG_20250206_124418.jpg, 0.27x, 95.1px, 22.7px, 0.30s
IMG_20250207_161459.jpg, 0.27x, 75.9px, 29.7px, 0.34s
IMG_20250208_121933.jpg, 0.28x, 82.7px, -0.0px, 0.30s
IMG_20250210_155307.jpg, 0.27x, 64.7px, 18.1px, 0.33s
IMG_20250211_121339.jpg, 0.27x, 69.2px, 16.3px, 0.32s
IMG_20250212_122120.jpg, 0.28x, 61.0px, 22.5px, 0.32s
IMG_20250213_122427.jpg, 0.26x, 108.8px, 27.0px, 0.31s
IMG_20250214_125413.jpg, 0.26x, 78.0px, 41.1px, 0.33s
IMG_20250217_123200.jpg, 0.26x, 77.6px, 27.9px, 0.34s
IMG_20250218_131009.jpg, 0.27x, 77.0px, 40.3px, 0.32s
IMG_20250219_162119.jpg, 0.25x, 77.1px, 50.3px, 0.31s
IMG_20250220_171955.jpg, 0.27x, 71.2px, 33.9px, 0.34s
IMG_20250221_123648.jpg, 0.26x, 66.9px, 29.9px, 0.34s
IMG_20250222_163331.jpg, 0.25x, 80.9px, 58.9px, 0.32s
IMG_20250223_123219.jpg, 0.27x, 62.8px, 27.4px, 0.31s
IMG_20250224_122537.jpg, 0.26x, 78.4px, 33.9px, 0.30s
IMG_20250227_120537.jpg, 0.25x, 87.5px, 40.5px, 0.31s
IMG_20250228_122550.jpg, 0.26x, 86.7px, 31.7px, 0.35s
IMG_20250302_120615.jpg, 0.26x, 80.3px, 27.4px, 0.31s
IMG_20250303_120721.jpg, 0.26x, 101.8px, 29.5px, 0.32s
IMG_20250307_101434.jpg, 0.23x, 108.1px, 38.4px, 0.32s
IMG_20250308_093041.jpg, 0.24x, 96.0px, 64.6px, 0.38s
IMG_20250309_171816.jpg, 0.24x, 93.7px, 46.3px, 0.31s
IMG_20250310_215339.jpg, 0.27x, 76.4px, 29.7px, 0.32s
IMG_20250311_140342.jpg, 0.28x, 79.0px, 16.3px, 0.32s
IMG_20250312_181049.jpg, 0.27x, 87.7px, 26.0px, 0.33s
IMG_20250313_123800.jpg, 0.26x, 67.3px, 42.8px, 0.37s
IMG_20250314_112909.jpg, 0.29x, 32.8px, -5.1px, 0.35s
IMG_20250315_120902.jpg, 0.26x, 108.0px, 17.6px, 0.32s
IMG_20250316_081529.jpg, 0.26x, 40.4px, 59.9px, 0.34s
IMG_20250317_202026.jpg, 0.26x, 68.6px, 33.3px, 0.31s
IMG_20250318_165017.jpg, 0.25x, 81.6px, 48.9px, 0.30s
IMG_20250319_120425.jpg, 0.26x, 85.5px, 39.8px, 0.33s
IMG_20250321_114448.jpg, 0.29x, 57.9px, 14.9px, 0.32s
IMG_20250322_163924.jpg, 0.28x, 37.3px, 4.8px, 0.31s
IMG_20250324_131132.jpg, 0.26x, 57.7px, 47.8px, 0.31s
IMG_20250325_115022.jpg, 0.29x, 42.9px, 0.9px, 0.32s
IMG_20250326_121805.jpg, 0.31x, 119.0px, -55.8px, 0.33s
IMG_20250327_130936.jpg, 0.26x, 75.1px, 25.5px, 0.31s
IMG_20250328_073828.jpg, 0.26x, 60.2px, 35.8px, 0.31s
IMG_20250329_111751.jpg, 0.27x, 61.2px, 22.4px, 0.34s
IMG_20250331_121458.jpg, 0.27x, 59.3px, 26.6px, 0.39s
IMG_20250401_145705.jpg, 0.29x, 54.7px, 15.8px, 0.31s
IMG_20250402_134816.jpg, 0.27x, 68.1px, 6.9px, 0.31s
IMG_20250406_112709.jpg, 0.27x, 57.2px, 5.0px, 0.31s
IMG_20250408_160446.jpg, 0.28x, 64.5px, 18.7px, 0.31s
IMG_20250409_123333.jpg, 0.28x, 47.3px, 13.4px, 0.36s
IMG_20250410_125918.jpg, 0.28x, 49.7px, 12.4px, 0.41s
IMG_20250411_112335.jpg, 0.27x, 69.1px, -14.1px, 0.32s
IMG_20250412_213417.jpg, 0.29x, 74.1px, -4.8px, 0.30s
IMG_20250413_122017.jpg, 0.27x, 57.4px, 35.3px, 0.32s
IMG_20250414_120930.jpg, 0.28x, 79.2px, -8.2px, 0.32s
IMG_20250415_122130.jpg, 0.28x, 77.1px, -4.5px, 0.31s
IMG_20250416_121453.jpg, 0.30x, 26.1px, -2.3px, 0.35s
IMG_20250418_124934.jpg, 0.26x, 70.2px, 64.6px, 0.32s
IMG_20250419_171850.jpg, 0.27x, 62.1px, 20.7px, 0.34s
IMG_20250421_124401.jpg, 0.26x, 79.8px, 55.2px, 0.35s
IMG_20250422_130504.jpg, 0.28x, 43.7px, 7.2px, 0.31s
IMG_20250423_121424.jpg, 0.28x, 60.5px, 9.3px, 0.33s
IMG_20250424_125330.jpg, 0.27x, 74.3px, 34.8px, 0.31s
IMG_20250425_100503.jpg, 0.29x, 43.7px, -12.8px, 0.33s
IMG_20250426_125240.jpg, 0.28x, 53.5px, 0.3px, 0.34s
IMG_20250427_123518.jpg, 0.26x, 78.5px, 35.2px, 0.32s
IMG_20250428_170022.jpg, 0.27x, 73.7px, 13.3px, 0.31s
IMG_20250429_170844.jpg, 0.27x, 90.9px, -2.2px, 0.34s
IMG_20250430_132044.jpg, 0.27x, 105.3px, 4.4px, 0.30s
IMG_20250606_103107.jpg, 0.28x, 78.4px, -19.2px, 0.32s
IMG_20250609_133701.jpg, 0.26x, 76.5px, 25.0px, 0.33s
IMG_20250610_141353.jpg, 0.24x, 85.6px, 47.6px, 0.30s
IMG_20250611_130059.jpg, 0.24x, 89.3px, 56.1px, 0.34s
IMG_20250612_144325.jpg, 0.27x, 60.3px, 37.0px, 0.31s
IMG_20250614_135937.jpg, 0.25x, 81.8px, 49.8px, 0.30s
IMG_20250615_142223.jpg, 0.27x, 70.7px, 38.4px, 0.35s
IMG_20250617_131328.jpg, 0.26x, 77.7px, 24.8px, 0.31s
IMG_20250618_130314.jpg, 0.27x, 78.2px, 24.3px, 0.31s
IMG_20250619_111840.jpg, 0.28x, 63.1px, -0.1px, 0.32s
IMG_20250620_182746.jpg, 0.26x, 59.5px, 31.9px, 0.30s
IMG_20250622_190434.jpg, 0.28x, 66.0px, 7.5px, 0.31s
IMG_20250623_141312.jpg, 0.25x, 85.3px, 49.6px, 0.34s
IMG_20250625_113843.jpg, 0.26x, 77.4px, 30.9px, 0.33s
IMG_20250628_172723.jpg, 0.28x, 59.9px, 10.6px, 0.36s
IMG_20250701_132108.jpg, 0.28x, 70.0px, 13.1px, 0.32s
